0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	3
22	3
23	0
24	0
25	0
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	0
38	3
39	3
40	0
41	3
42	3
43	0
44	3
45	0
46	3
47	3
48	3
49	3
50	3
51	3
52	3
53	3
54	3
55	3
56	0
57	0
58	3
59	3
60	0
61	3
62	3
63	0
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	0
76	0
77	0
78	3
79	3
80	0
81	3
82	3
83	3
84	3
85	0
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	3
94	3
95	0
96	3
97	0
98	3
99	3
100	0
101	3
102	3
103	0
104	3
105	3
106	3
107	3
108	3
109	3
110	3
111	3
112	3
113	3
114	3
115	3
116	0
117	0
118	3
119	3
120	0
121	3
122	3
123	0
124	0
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	3
135	3
136	3
137	3
138	3
139	3
140	0
141	3
142	3
143	0
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	0
157	3
158	3
159	3
160	0
161	3
162	3
163	0
164	3
165	3
166	3
167	3
168	3
169	3
170	3
171	3
172	3
173	3
174	3
175	3
176	3
177	3
178	3
179	3
180	0
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	3
196	3
197	0
198	3
199	3
200	0
201	3
202	3
203	0
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	3
213	3
214	3
215	3
216	3
217	0
218	3
219	3
220	0
221	3
222	3
223	3
224	3
225	3
226	3
227	3
228	3
229	3
230	3
231	3
232	3
233	3
234	3
235	3
236	3
237	0
238	0
239	0
240	0
241	3
242	3
243	3
244	3
245	3
246	3
247	3
248	3
249	3
250	3
251	3
252	3
253	3
254	3
255	3
256	3
257	0
258	0
259	0
260	0
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	3
272	3
273	3
274	3
275	3
276	3
277	0
278	0
279	0
280	0
281	3
282	3
283	3
284	3
285	3
286	3
287	3
288	3
289	3
290	3
291	3
292	3
293	3
294	3
295	3
296	3
297	0
298	0
299	0
300	0
301	3
302	3
303	3
304	3
305	3
306	3
307	3
308	3
309	3
310	3
311	3
312	3
313	3
314	3
315	3
316	3
317	0
318	0
319	0
320	0
321	3
322	0
323	0
324	0
325	0
326	3
327	3
328	3
329	3
330	3
331	3
332	3
333	3
334	3
335	3
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	3
348	3
349	3
350	0
351	0
352	0
353	0
354	0
355	3
356	3
357	0
358	3
359	3
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	3
376	0
377	3
378	3
379	3
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	3
396	3
397	3
398	3
399	3
